1661159577 0 0 1 0
1661162017 0 0 2 0
1661162166 0 1 2 0
1661162173 0 2 2 0
1661162251 1 2 2 0
1661162265 2 2 2 0
1661162515 2 3 2 0
1661162536 2 4 2 0
1661170335 2 5 2 0
1661170388 3 5 2 0
1661170400 3 5 3 0
1661170519 3 5 4 0
1661171886 3 6 4 0
1661172513 3 7 4 0
1661172804 4 7 4 0
1661172820 4 8 4 0
1661172841 4 9 4 0
1661174120 5 9 4 0
1661174378 5 10 4 0
1661174397 5 11 4 0
1661174463 5 12 4 0
1661174583 6 12 4 0
1661174692 6 13 4 0
1661174703 6 14 4 0
1661174968 6 15 4 0
1661178425 6 16 4 0
1661180084 6 17 4 0
1661180284 7 17 4 0
1661180816 8 17 4 0
1661181010 9 17 4 0
1661238523 10 17 4 0
1661240739 10 18 4 0
1661245574 10 19 4 0
1661245592 11 19 4 0
1661245602 12 19 4 0
1661245653 12 19 5 0
1661247270 13 19 5 0
1661248025 14 19 5 0
1661248205 15 19 5 0
1661248301 15 20 5 0
1661248321 15 21 5 0
1661248537 16 21 5 0
1661248543 17 21 5 0
1661249110 18 21 5 0
1661255850 19 21 5 0
1661257339 20 21 5 0
1661258126 21 21 5 0
1661258554 21 22 5 0
1661258680 21 23 5 0
1661258820 21 23 6 0
1661259371 22 23 6 0
1661259378 23 23 6 0
1661263985 23 23 7 0
1661264062 24 23 7 0
1661264068 25 23 7 0
1661265923 25 23 8 0
1661266595 26 23 8 0
1661326450 26 24 8 0
1661326575 26 25 8 0
1661326986 26 26 8 0
1661327978 27 26 8 0
1661329895 28 26 8 0
1661329907 28 27 8 0
1661329920 28 28 8 0
1661331674 28 28 9 0
1661332275 28 28 10 0
1661332463 28 28 11 0
1661333439 28 28 12 0
1661334961 29 28 12 0
1661345046 30 28 12 0
1661345498 31 28 12 0
1661345761 31 28 13 0
1661350085 31 29 13 0
1661350101 31 30 13 0
1661350971 32 30 13 0
1661350981 33 30 13 0
1661351537 34 30 13 0
1661351942 35 30 13 0
1661352257 35 30 14 0
1661352708 35 31 14 0
1661352903 35 32 14 0
1661353196 35 32 15 0
1661412699 36 32 15 0
1661414968 36 32 16 0
1661416210 37 32 16 0
1661419618 38 32 16 0
1661420296 39 32 16 0
1661421764 40 32 16 0
1661427405 40 32 17 0
1661430925 41 32 17 0
1661430933 42 32 17 0
1661431162 42 32 18 0
1661435577 43 32 18 0
1661435820 44 32 18 0
1661435847 44 32 19 0
1661441800 44 32 20 0
1661515530 44 32 21 0
1661515729 45 32 21 0
1661515735 46 32 21 0
1661516293 46 33 21 0
1661516384 46 34 21 0
1661516397 46 35 21 0
1661516611 47 35 21 0
1661516624 48 35 21 0
1661519335 49 35 21 0
1661522915 50 35 21 0
1661523566 51 35 21 0
1661523968 52 35 21 0
1661524529 52 36 21 0
1661524544 52 37 21 0
1661757312 52 37 22 0
1661758406 53 37 22 0
1661758854 53 38 22 0
1661760479 54 38 22 0
1661760488 55 38 22 0
1661760697 56 38 22 0
1661764599 56 38 23 0
1661764609 56 38 24 0
1661766247 56 39 24 0
1661766320 56 40 24 0
1661766957 56 40 25 0
1661767270 56 40 26 0
1661767425 56 40 27 0
1661768708 56 41 27 0
1661768832 56 42 27 0
1661774897 56 43 27 0
1661775521 56 44 27 0
1661775859 57 44 27 0
1661775889 58 44 27 0
1661776353 58 44 28 0
1661776361 58 44 29 0
1661778840 58 45 29 0
1661778851 58 46 29 0
1661778865 59 46 29 0
1661778877 60 46 29 0
1661779677 61 46 29 0
1661782705 62 46 29 0
1661783838 62 46 30 0
1661784173 63 46 30 0
1661784880 63 46 31 0
1661786373 63 46 32 0
1661847876 63 46 33 0
1661850921 63 46 34 0
1661853119 63 46 35 0
1661863323 63 47 35 0
1661863375 63 48 35 0
1661867538 64 48 35 0
1661867605 65 48 35 0
1661867760 66 48 35 0
1661867807 66 48 36 0
1661867816 66 48 37 0
1661868103 66 48 38 0
1661868304 66 49 38 0
1661868315 66 50 38 0
1661868400 67 50 38 0
1661868407 68 50 38 0
1661869235 69 50 38 0
1661869737 70 50 38 0
1661869802 70 51 38 0
1661869812 70 52 38 0
1661869866 70 52 39 0
1661870055 70 53 39 0
1661870064 70 54 39 0
1661871511 71 54 39 0
1661871519 72 54 39 0
1661872427 73 54 39 0
1661898578 73 54 39 1
1661930764 74 54 39 1
1661930785 75 54 39 1
1661931353 76 54 39 1
1661931638 77 54 39 1
1661931772 78 54 39 1
1661932138 78 54 40 1
1661932418 79 54 40 1
1661932428 80 54 40 1
1661932783 81 54 40 1
1661933359 81 54 41 1
1661933377 81 54 42 1
1661933926 82 54 42 1
1661933932 83 54 42 1
1661934415 84 54 42 1
1661934511 85 54 42 1
1661938248 86 54 42 1
1661938810 87 54 42 1
1661939226 87 54 43 1
1661939347 88 54 43 1
1661939586 88 54 44 1
1661940949 88 54 45 1
1661941026 89 54 45 1
1661941097 90 54 45 1
1661941539 91 54 45 1
1661948776 92 54 45 1
1661948930 92 54 46 1
1661950460 92 54 47 1
1661950874 93 54 47 1
1661950880 94 54 47 1
1661951318 94 55 47 1
1661951621 94 56 47 1
1661951652 94 56 48 1
1661951698 94 57 48 1
1661951850 95 57 48 1
1661952281 96 57 48 1
1661952293 96 58 48 1
1661952434 96 59 48 1
1661952734 96 60 48 1
1661952757 97 60 48 1
1661952765 98 60 48 1
1661956215 99 60 48 1
1661956715 100 60 48 1
1661956784 100 61 48 1
1661956792 100 62 48 1
1661957389 101 62 48 1
1661957400 102 62 48 1
1661957564 103 62 48 1
1661957664 103 62 49 1
1661958168 103 62 50 1
1661958480 103 62 51 1
1661958517 103 63 51 1
1661958579 103 64 51 1
1661958754 103 65 51 1
1661959304 103 66 51 1
1662016198 103 66 52 1
1662016209 103 66 53 1
1662016533 103 66 54 1
1662016706 103 66 55 1
1662019259 103 66 56 1
1662019425 104 66 56 1
1662019758 105 66 56 1
1662023998 106 66 56 1
1662024990 107 66 56 1
1662025862 108 66 56 1
1662027809 108 66 57 1
1662027818 108 66 58 1
1662033224 108 66 59 1
1662033418 108 66 60 1
1662037338 108 66 61 1
1662041128 108 66 62 1
1662041407 108 67 62 1
1662042326 109 67 62 1
1662042621 109 68 62 1
1662042661 109 68 63 1
1662045200 109 69 63 1
